,std(mu),Diversity
300,0.049247313,7.019188208
301,0.149290697,3.844337584
302,0.075313738,3.339586321
303,0.017514173,10.34632254
304,0.003936734,18.7998929
305,0.124561035,3.182516555
306,0.059690537,4.255399593
307,0.100204209,4.602529829
308,0.115775439,3.983071896
309,0.119792118,5.714626942
310,0.037399812,5.174098169
311,0.008451333,14.64771148
312,0.021909226,9.135986676
313,0.038913134,5.679435261
314,0.123279071,4.878085452
315,0.0606566,5.652366054
316,0.034845804,7.79889129
317,0.088617873,3.120237009
318,0.068711926,4.189888705
319,0.010427694,13.7030494
320,0.064757484,5.503739767
321,0.10110825,5.23055533
322,0.114473308,5.821921438
323,0.152925909,5.205777412
324,0.016204683,12.35874499
325,0.062334525,3.933019525
326,0.114095027,1.967860747
327,0.067167729,4.928005799
328,0.100174652,4.335471452
329,0.028350647,7.006137939
330,0.054447728,6.910980912
331,0.074475017,4.022272152
332,0.065986632,3.111632606
333,0.087714502,6.066628545
334,0.014393304,12.47003064
335,0.072459696,4.88393751
336,0.084564687,4.712869898
337,0.047648713,3.156164507
338,0.002349967,19.55154121
339,0.032746408,7.123628565
340,0.120147993,6.257662549
341,0.128552811,2.931449848
342,0.009664963,15.04913731
343,0.013405492,12.03164933
344,0.052151439,5.569915471
345,0.063674849,4.100326194
346,0.037055089,10.03449823
347,0.053285595,4.901331802
348,0.049254877,5.302874019
349,0.022770116,6.720621312
350,0.130106976,2.564939909
351,0.093313756,4.50869873
352,0.008276791,15.71287158
353,0.058797419,3.550159164
354,0.052137833,4.936191428
355,0.047015015,6.578770449
356,0.007050686,16.96001786
357,0.063134151,2.822944797
358,0.02930454,7.054760838
359,0.043955862,5.426299039
360,0.05084721,3.637608223
361,0.083440463,4.610571567
362,0.053726273,4.022578562
363,0.013666043,12.07189222
364,0.086906804,3.190873972
365,0.051209667,5.158820538
366,0.001811663,19.7171539
367,0.091166782,4.44015956
368,0.127857276,3.598488016
369,0.123317823,3.841740732
370,0.007568694,16.33367465
371,0.028660725,8.659835738
372,0.007322858,15.99127926
373,0.120782193,2.036104984
374,0.141822618,4.448863593
375,0.026269568,6.315063353
376,0.093399993,3.124290676
377,0.006884592,16.88074351
378,0.081587602,3.131254488
379,0.119756306,4.15951732
380,0.023982006,6.994701367
381,0.074418106,3.732624923
382,0.000691308,19.95707232
383,0.070871881,5.247205905
384,0.080557904,5.518420926
385,0.080690134,4.573203225
386,0.071487983,3.612361988
387,0.016155128,11.87947206
388,0.103112538,3.818844912
389,0.035319729,7.388016211
390,0.131403534,4.741549934
391,0.020420443,8.015457502
392,0.111408207,3.206695451
393,0.113692301,4.125599107
394,0.022328777,8.240442565
395,0.051984407,6.216798562
396,0.113655752,3.718678375
397,0.005519574,17.78977329
398,0.031816398,4.057741482
399,0.018771022,8.266710179
400,0.11142443,4.618941527
401,0.066048256,6.11203871
402,0.063673788,3.913254912
403,0.106253989,4.10355396
404,0.010601658,13.96635992
405,0.066137001,6.545214691
406,0.068294061,2.787093389
407,0.059378262,5.88287503
408,0.013030698,12.48557895
409,0.126591611,3.059575067
410,0.057845574,6.597329193
411,0.062694711,4.504125507
412,0.109913753,3.967645063
413,0.054397403,5.905521109
414,0.127968703,3.215467207
415,0.08035169,5.5369352
416,0.090116583,4.720393061
417,0.024996707,9.671155292
418,0.004220255,18.55497159
419,0.069023584,6.434138996
420,0.105821654,3.228589578
421,0.140995164,4.430065691
422,0.069405285,4.55131077
423,0.107793481,5.614298797
424,0.007061418,17.14851603
425,0.012154375,12.93573613
426,0.127289159,5.190034568
427,0.116313388,3.622950609
428,0.020606729,9.202420462
429,0.117821018,3.914315182
430,0.03472238,5.810844551
431,0.020824825,8.507785319
432,0.005206477,17.88581742
433,0.079253666,4.883428016
434,0.008392233,15.87625582
435,0.1113815,4.817086246
436,0.004818419,18.17145585
437,0.099785001,5.515660308
438,0.118960094,3.330781008
439,0.042538702,7.740432807
440,0.008070832,16.13581005
441,0.111403031,3.448913305
442,0.107246907,4.524402696
443,0.011790645,13.25532545
444,0.110062442,3.010543578
445,0.112945127,2.452989573
446,0.003604895,19.02163269
447,0.010244009,13.44434774
448,0.057543559,6.099665744
449,0.029326425,4.506606575
450,0.059026338,4.284162017
451,0.042032634,5.929020732
452,0.044743765,4.692260768
453,0.095868142,3.704761963
454,0.004742087,18.47841038
455,0.050189318,8.064502014
456,0.043218965,4.265958942
457,0.096211003,3.333948281
458,0.099018784,4.515344243
459,0.109142227,5.272941548
460,0.068772677,3.918425823
461,0.046571808,5.464388732
462,0.044976478,7.342971103
463,0.071894885,4.134900308
464,0.010601899,14.91831253
465,0.095061987,4.368433787
466,0.079913609,4.946263072
467,0.071274087,4.167269945
468,0.037756826,6.233939677
469,0.112454026,5.16919585
470,0.149164745,2.423651411
471,0.123745825,3.60170413
472,0.125263426,4.351638228
473,0.081469305,6.016448006
474,0.021270581,8.61845473
475,0.043046406,3.692712555
476,0.049671004,5.26520306
477,0.000212955,19.99600471
478,0.122206356,4.979080288
479,0.062265771,5.64526039
480,0.049858963,5.288160271
481,0.071384017,3.909923765
482,0.111129869,6.539032449
483,0.01989795,8.337686884
484,0.06379807,3.546136921
485,0.019877797,8.477143427
486,0.001802425,19.72039444
487,0.05878864,3.652710165
488,0.104930541,2.137445783
489,0.11087787,5.114139366
490,0.12762343,2.923206089
491,0.003115806,19.17675047
492,0.117530756,4.269152043
493,0.126285712,4.671499297
494,0.071979748,5.067065138
495,0.02249721,8.412036798
496,0.112447577,5.277609287
497,0.107026778,5.745878277
498,0.063358553,4.842086062
499,0.106196368,5.074738055
500,0.032400283,5.790169032
501,0.040986511,6.934531854
502,0.027888686,7.306673239
503,0.0329535,6.704128
504,0.105041238,5.097610834
505,0.025620365,7.553700927
506,0.105017937,3.484096221
507,0.112873259,3.624738631
508,0.133047658,6.523407071
509,0.108312627,4.703032391
510,0.01786734,7.630272098
511,0.038436961,7.211059306
512,0.084124899,2.24987993
513,0.145208056,4.127366424
514,0.102408327,4.511926591
515,0.073462228,3.931517836
516,0.143985714,4.487651867
517,0.138491987,3.486538338
518,0.070056503,3.129639967
519,0.051415291,4.186176354
520,0.116666861,4.784897765
521,0.048348089,5.468200636
522,0.014301255,12.42615379
523,0.067842812,3.304125938
524,0.096816058,5.541895925
525,0.048623668,4.591367159
526,0.028969892,6.025306718
527,0.079835904,5.283390102
528,0.077695749,5.668472242
529,0.121122036,6.888696793
530,0.019770295,10.21392967
531,0.059132283,7.071761386
532,0.113267043,2.327474969
533,0.017568846,12.45181909
534,0.111187614,4.254698257
535,0.053613727,8.821955559
536,0.047908682,4.761613964
537,0.061405146,6.12784483
538,0.054607144,4.30764249
539,0.092969839,3.684139501
540,0.079287885,4.312762097
541,0.0987189,3.357818941
542,0.138087668,4.403044404
543,0.081441561,3.011954746
544,0.043191834,5.115475266
545,0.14320768,3.967606989
546,0.100572716,4.92601555
547,0.107717401,3.139950927
548,0.05909165,3.636281589
549,0.073263418,7.885524767
550,0.096009714,3.614908707
551,0.111282394,5.476101778
552,0.103162879,2.662921363
553,0.117887478,2.377409729
554,0.010087448,13.66024657
555,0.033336085,7.404583937
556,0.102776442,3.145413768
557,0.045872039,6.596531166
558,0.113205704,2.72186403
559,0.035552824,6.584143705
560,0.057990344,5.484097395
561,0.121565434,4.229516933
562,0.128282858,5.979351811
563,0.053260048,4.06684675
564,0.005942076,17.32952196
565,0.125241197,2.739761188
566,0.108073501,4.2579084
567,0.116997561,3.809133482
568,0.084536722,2.875018545
569,0.046813917,6.116306283
570,0.123100207,2.279611542
571,0.048707789,5.268689553
572,0.034185828,6.952041452
573,0.11623776,3.718655779
574,0.131759709,4.609647572
575,0.101656373,5.942341318
576,0.122117792,4.155986159
577,0.14738654,2.968564726
578,0.125052929,3.815920243
579,0.017636404,8.692095626
580,0.094921283,4.305703632
581,0.073083747,5.699900348
582,0.050968708,5.604485225
583,0.128789609,5.739674641
584,0.116417158,5.487174424
585,0.098588723,4.018504715
586,0.133216674,4.007994223
587,0.028183149,3.726975928
588,0.074507972,2.110824161
589,0.070259176,4.59652146
590,0.132684728,4.236860014
591,0.09885601,4.526484961
592,0.111626348,3.70227927
593,0.128776356,4.642425576
594,0.094234937,3.812611093
595,0.090095919,4.036382619
596,0.016342484,10.47506597
597,0.115348631,4.27568058
598,0.025020746,6.616735831
599,0.009048712,15.16688625
600,0.038981265,6.02223972
601,0.001460578,19.81175353
602,0.09247044,2.533574086
603,0.057667265,4.795447451
604,0.027330013,7.232944489
605,0.005540884,17.58511006
606,0.087038356,6.015326873
607,0.06804489,3.133586508
608,0.141476377,5.461709011
609,0.073770042,5.062690805
610,0.158392516,5.077496243
611,0.038468275,4.230227288
612,0.072968782,5.112925837
613,0.079451667,3.27732726
614,0.018421055,10.16418143
615,0.059937408,5.529697779
616,0.029235993,8.506220373
617,0.060424294,2.521955174
618,0.126349835,4.385650305
619,0.09427784,4.030310546
620,0.117367122,4.680514036
621,0.058097044,6.311249106
622,0.160570438,4.721534165
623,0.091026727,4.041392802
624,0.072920498,3.342066296
625,0.058816555,4.535820743
626,0.083013376,5.784230507
627,0.003612894,18.95959007
628,0.014524037,10.16457916
629,0.082695737,3.221924512
630,0.012519133,12.46355024
631,0.083569739,2.788220993
632,0.000861299,19.93435003
633,0.002830687,19.31958687
634,0.017109954,10.57840986
635,0.056382904,5.797551811
636,0.111206898,4.273781427
637,0.134983666,4.685449689
638,0.076889912,7.047236665
639,0.046226711,6.166313444
640,0.059034214,5.701671786
641,0.053811982,6.045049636
642,0.016219381,12.21634549
643,0.036290506,6.809370097
644,0.103698359,3.165527682
645,0.123096262,3.517299166
646,0.036761366,6.335249057
647,0.081896282,3.950558759
648,0.004169438,18.53260395
649,0.115136572,5.018335878
650,0.098562348,3.555560694
651,0.014925695,11.22004871
652,0.109222007,4.546589261
653,0.055691726,5.160043623
654,0.077151584,5.377725213
655,0.102718774,3.915937601
656,0.092157213,3.74835456
657,0.030866484,7.525138201
658,0.058488917,4.902997054
659,0.059772619,5.964761301
660,0.062807072,3.686237253
661,0.020243955,9.833706383
662,0.012441904,13.74752153
663,0.029690251,4.163803878
664,0.038496873,7.254601603
665,0.105238109,3.851818772
666,0.048435547,4.287970835
667,0.083910374,3.173809604
668,0.134872185,3.120187062
669,0.036104473,6.216631792
670,0.086707557,7.568875572
671,0.113463476,4.034517633
672,0.109169292,4.010177437
673,0.115522942,3.012993086
674,0.112217944,4.333862621
675,0.023293431,7.141703916
676,0.056704023,4.70927946
677,0.054578319,5.0893417
678,0.109913652,4.145133359
679,0.047416367,6.081213224
680,0.038308577,8.105521835
681,0.123444488,4.322258493
682,0.139033678,3.308558483
683,0.112855529,4.836059414
684,0.068797049,3.474093275
685,0.060408418,5.30092628
686,0.034377454,6.951352485
687,0.0374847,6.129837754
688,0.120882076,3.592973943
689,0.053532093,4.448058302
690,0.036236251,4.995663129
691,0.099250712,4.222661639
692,0.015713885,10.94107332
693,0.039712042,6.311246013
694,0.123319025,2.164298056
695,0.101087258,2.189217764
696,0.058070751,3.959959152
697,0.085160997,4.001070282
698,0.115593954,5.197925509
699,0.091625762,2.840948455
700,0.035904754,6.815809447
701,0.056788272,4.412832705
702,0.043808607,5.208391199
703,0.064670872,4.217007049
704,0.009030994,15.09672073
705,0.015893869,10.84132456
706,0.04107852,5.889619755
707,0.146375313,2.63024775
708,0.15404298,4.127551088
709,0.046985813,4.833079748
710,0.07752831,4.711654581
711,0.093434471,5.914372311
712,0.006876604,16.7086736
713,0.065411627,4.863299032
714,0.132791485,2.619839935
715,0.120696252,3.511451191
716,0.094496588,3.083590268
717,0.03078712,6.069439666
718,0.055187731,4.926040773
719,0.022185789,7.242454563
720,0.001391915,19.82991169
721,0.097144916,3.900817023
722,0.164264131,4.318159577
723,0.022577088,9.568785445
724,0.018231117,9.999749003
725,0.119554142,5.944987625
726,0.084370411,4.42540326
727,0.033467879,6.548301355
728,0.022062333,9.705631202
729,0.027490118,10.59811836
730,0.086757018,3.246392137
731,0.035670697,5.615791816
732,0.007022541,16.80962871
733,0.071601187,4.599128738
734,0.064851079,5.460084635
735,0.056037688,3.25695018
736,0.099814023,4.653240287
737,0.061441716,5.815092509
738,0.04502251,6.391299729
739,0.109524537,3.809810337
740,0.160920539,3.668197442
741,0.122673348,5.129322951
742,0.085411059,4.560022028
743,0.135775125,3.539959947
744,0.118691124,3.559423668
745,0.094425802,2.665313348
746,0.085730824,3.066653948
747,0.09143801,2.850614804
748,0.124369763,3.789234867
749,0.019064888,8.578692994
750,0.051209446,5.153967982
751,0.023959431,11.11159754
752,0.043848425,6.503181253
753,0.062587801,5.89081231
754,0.088233376,5.075990814
755,0.093234216,6.391194391
756,0.00063036,19.96518006
757,0.07648899,3.818667081
758,0.096827497,3.331704501
759,0.055603475,4.574838912
760,0.140812823,5.027180392
761,0.022090346,8.087342653
762,0.06179577,2.835443673
763,0.031177409,7.591052299
764,0.100821627,5.200794347
765,0.138756375,4.838695663
766,0.034478007,5.760454526
767,0.079734233,5.269392453
768,0.097531536,1.701467201
769,0.141435533,3.403440461
770,0.005087975,18.01736557
771,0.052675278,5.181116409
772,0.080361743,5.241083273
773,0.072034482,6.015837884
774,0.041807948,5.42364663
775,0.061718738,3.83699064
776,0.093691435,6.340608239
777,0.094019235,5.130207077
778,0.094779139,3.275438132
779,0.038324051,5.083541393
780,0.150467235,4.43164031
781,0.101884955,4.090953699
782,4.87E-05,19.99979124
783,0.023684591,8.460562831
784,0.072089419,4.424373374
785,0.114226252,3.494064746
786,0.022194393,8.034487559
787,0.081654712,4.574944133
788,0.127621296,4.072252996
789,0.070348082,6.856651799
790,0.01163769,13.31069433
791,0.113462939,5.123996478
792,0.012462051,12.44167561
793,0.081450234,2.81181279
794,0.089161112,4.224856289
795,0.130039492,6.319372687
796,0.047497682,4.628324386
797,0.022363276,6.677676057
798,0.091868003,6.812705044
799,0.005813558,17.11554268
800,0.004835609,18.20756821
801,0.131451289,2.427694882
802,0.036326031,6.597440267
803,0.003815474,18.82973816
804,0.087856796,5.026047655
805,0.014892636,12.27316512
806,0.083439458,5.162775959
807,0.145133834,4.764304669
808,0.010335979,14.41648122
809,0.095402736,4.365456387
810,0.099436391,6.001086833
811,0.047665951,5.422959544
812,0.061194391,5.496594084
813,0.048459958,8.382232521
814,0.048956555,4.522527949
815,0.131849008,6.227630326
816,0.103076759,6.085402393
817,0.110983166,2.752839341
818,0.172302107,4.391349647
819,0.018808621,7.681053983
820,0.055077145,4.461683614
821,0.110511301,3.132918249
822,0.027101147,7.070332733
823,0.125710078,5.12354767
824,0.105423372,4.86792732
825,0.105923194,4.089153687
826,0.059377922,3.922266901
827,0.150735473,4.654422039
828,0.120469126,4.461243878
829,0.02693477,7.30308563
830,0.067689307,4.324350587
831,0.088423818,7.79813435
832,0.043023315,6.53421203
833,0.015272386,11.12703312
834,0.092611071,5.958588284
835,0.043966128,3.180413858
836,0.050981406,4.685797578
837,0.073614155,5.856412147
838,0.085772771,4.107614877
839,0.111547222,1.992309026
840,0.050033641,4.163915777
841,0.036045713,7.321008676
842,0.104458096,1.943745926
843,0.001065823,19.90228599
844,0.098956946,6.308783591
845,0.091324419,3.988785153
846,0.044957755,7.172563599
847,0.100195355,2.491536223
848,0.073640641,4.035254193
849,0.04107531,6.866760311
850,0.031299356,7.646222186
851,0.075116498,5.46460928
852,0.036392496,5.734906701
853,0.137874265,3.115528656
854,0.038311264,5.349105944
855,0.148287932,5.153807448
856,0.01260342,11.92790218
857,0.085255372,3.130455189
858,0.045764419,7.534227927
859,0.073567582,3.819373726
860,0.04991792,7.1686609
861,0.107868053,2.933732036
862,0.072314973,6.767548717
863,0.015976317,10.31776672
864,0.036663869,4.625707724
865,0.026094907,9.538677242
866,0.134088975,5.960917158
867,0.130645306,3.510982553
868,0.137534824,5.180588717
869,0.041869474,6.764684702
870,0.06477422,3.209169382
871,0.037139052,5.530858138
872,0.041365259,7.948748153
873,0.122171566,4.945063704
874,0.02829548,6.066922729
875,0.067067609,3.97216416
876,0.000372596,19.98774216
877,0.068818546,5.493577667
878,0.129883224,5.132411875
879,0.034993247,7.497821878
880,0.095918674,2.714743177
881,0.041375639,5.375779486
882,0.153309193,3.746775528
883,0.022018833,6.903090048
884,0.026885988,9.869645526
885,0.106827926,3.23334832
886,0.054051775,6.73281767
887,0.048348986,3.811758061
888,0.00057327,19.97116725
889,0.117193483,3.832228413
890,0.079652509,4.9666572
891,0.109153645,4.922155514
892,0.003350473,19.04947155
893,0.038641533,4.887968063
894,0.110454629,3.166036093
895,0.059400164,5.957201902
896,0.022033771,9.110881597
897,0.136854926,4.063861676
898,0.099098577,2.48188912
899,0.050913708,6.685643693
900,0.062126204,3.930060662
901,0.011356254,12.14425782
902,0.01181065,12.84969521
903,0.138212763,2.874608048
904,0.136545733,3.288112836
905,0.074600075,6.18417293
906,0.026053906,8.302771162
907,0.044769571,8.022530023
908,0.077287152,6.166989059
909,0.111000755,3.558061082
910,0.000108077,19.99897218
911,0.099399733,3.542192979
912,0.002293038,19.5195455
913,0.141914765,4.918142338
914,0.102908891,4.641971827
915,0.045179079,4.729272315
916,0.145771908,4.382910757
917,0.059537265,3.123736571
918,0.121877094,5.335305014
919,0.041492607,7.599287011
920,0.094787548,3.649554734
921,0.041364523,6.271458192
922,0.015467136,12.96544739
923,0.110203775,4.886465741
924,0.104019561,3.088256532
925,0.051611746,6.947585513
926,0.081196426,5.592302841
927,0.017991441,7.962901915
928,0.138590781,5.883223353
929,0.031995872,7.222901361
930,0.030150947,5.847657531
931,0.093268467,3.143455436
932,0.012066038,13.26851877
933,0.013001471,12.47969008
934,0.038409685,6.708800505
935,0.04982841,6.018829957
936,0.04754196,5.296400593
937,0.013318638,12.34680574
938,0.125252988,4.424636606
939,0.008634753,15.78615836
940,0.119168542,4.570193929
941,0.017854228,9.762828511
942,0.039586167,7.846796082
943,0.108021496,4.769387827
944,0.119939028,4.788527716
945,0.023074173,7.650231453
946,0.093723435,3.580749271
947,0.012738874,11.42876421
948,0.064429915,5.585779532
949,0.070136275,4.972343866
950,0.12853425,2.591627048
951,0.001798836,19.71933181
952,0.082639197,5.220997566
953,0.043608504,4.839049636
954,0.106398647,3.642002694
955,0.022689269,8.281984456
956,0.027468187,6.715466223
957,0.047302674,5.303762844
958,0.087155149,2.641469549
959,0.040378861,5.721239907
960,0.130772188,3.891354484
961,0.00313946,19.20328119
962,0.056840458,5.887530267
963,0.067536999,3.898957474
964,0.045077627,6.351002886
965,0.016463739,10.73446127
966,0.095117101,3.057146312
967,0.034700386,6.067160425
968,0.048928395,5.197864335
969,0.120775342,2.789899258
970,0.00478894,18.18975192
971,0.107108929,4.323719306
972,0.055040845,5.269549665
973,0.11998849,3.874408932
974,0.039245767,3.158059324
975,0.106859611,4.583610669
976,0.093191529,3.126182586
977,0.105639427,3.770383351
978,0.079542538,4.667231205
979,0.026026389,8.665533822
980,0.09193544,5.35919171
981,0.137580272,4.295322095
982,0.118983372,5.537238117
983,0.119629565,3.437940768
984,0.067953623,4.958985348
985,0.051322229,5.462721552
986,0.067178198,4.640232639
987,0.093607777,4.850788775
988,0.133419344,3.702950641
989,0.000983258,19.91237988
990,0.120923087,3.441131392
991,0.053781407,4.436527817
992,0.08386558,3.709934204
993,0.007485095,16.50900519
994,0.015671912,12.51297086
995,0.142583985,4.66027738
996,0.105560716,3.120108574
997,0.105297174,5.236776412
