,std(mu),Diversity
998,0.061264348,5.611532757
999,0.003192616,19.17474994
1000,0.087642385,4.261570354
1001,0.09053337,4.485244051
1002,0.068447194,4.169915508
1003,0.108387413,4.539226915
1004,0.01004158,14.78304439
1005,0.085012224,3.623022635
1006,0.069902807,5.797978771
1007,0.019981525,6.634719822
1008,0.052639892,3.461123373
1009,0.031985934,4.961999435
1010,0.125582954,2.375253475
1011,0.113733051,4.574350165
1012,0.108286863,3.484045239
1013,0.018210013,11.81929709
1014,0.021098455,8.868560037
1015,0.03479236,7.214776853
1016,0.081825963,2.871649808
1017,0.10023883,3.089585807
1018,0.027826882,7.217734405
1019,0.055189746,5.283110121
1020,0.009827765,14.91529085
1021,0.122278109,5.705453257
1022,0.023694358,7.912362077
1023,0.104408072,2.527470156
1024,0.136659421,5.118499669
1025,0.053619332,5.564410093
1026,0.05327031,5.369311452
1027,0.056362506,4.936064024
1028,0.019474349,9.713696609
1029,0.025993606,9.405761964
1030,0.007673318,15.56482684
1031,0.030110826,6.45237499
1032,0.073663811,4.604193928
1033,0.02772469,8.503339336
1034,0.130928255,4.628723828
1035,0.057922836,4.645668599
1036,0.101153231,2.728802907
1037,0.097252028,5.405223559
1038,0.014624997,11.82267575
1039,0.063011896,4.281468072
1040,0.045423929,6.358949925
1041,0.050840112,4.763987274
1042,0.044389078,5.227720909
1043,0.090004283,3.920238721
1044,0.106768037,4.667313811
1045,0.040375728,8.181865188
1046,0.093379512,5.153618266
1047,0.058531639,3.462249642
1048,0.122544542,2.909077604
1049,0.094184279,6.808235885
1050,0.10629432,5.332957417
1051,0.051695281,5.726649319
1052,0.006077646,17.14511653
1053,0.061424562,4.396158781
1054,0.10077797,5.046399763
1055,0.041112924,4.696903839
1056,0.031548261,7.433370405
1057,0.105827457,3.389767912
1058,0.045586648,6.668784526
1059,0.068750453,5.427629951
1060,0.084327391,3.962996646
1061,0.124077284,4.482288767
1062,0.129710256,5.723253996
1063,0.104391827,4.655898338
1064,0.125127058,3.980188696
1065,0.039892336,8.137559353
1066,0.110888684,3.423854373
1067,0.058114639,4.034565025
1068,0.083735169,5.830594355
1069,0.111152866,4.611243301
1070,0.066993409,3.449152586
1071,0.134488352,3.795026656
1072,0.116959209,4.015155572
1073,0.128019729,5.136946531
1074,0.073673188,4.46081417
1075,0.074907921,4.010322169
1076,0.10030682,2.67955432
1077,0.054712119,4.745534524
1078,0.122095458,3.440128891
1079,0.067051032,5.372461059
1080,0.08006453,4.893184113
1081,0.140127388,3.686464514
1082,0.080474326,5.422331989
1083,0.118708108,3.174665976
1084,0.044504202,4.499187785
1085,0.108514102,3.36159038
1086,0.009660667,15.21570143
1087,0.041496117,6.282648082
1088,0.135542268,3.701515598
1089,0.025140375,7.549290272
1090,0.117450123,4.428488049
1091,0.016555542,11.09271944
1092,0.003098983,19.23627797
1093,0.016663015,9.83002517
1094,0.117264542,4.642914965
1095,0.045310864,7.723448502
1096,0.031975437,6.654566737
1097,0.101685608,5.032770223
1098,0.110199489,3.354829432
1099,0.038469645,7.613007689
1100,0.117135347,4.111636906
1101,0.082096148,3.691109687
1102,0.0649866,4.67038544
1103,0.103160783,4.27963667
1104,0.064393564,6.378093524
1105,0.016699195,9.392462432
1106,0.098071274,4.814305152
1107,0.092840292,4.073241087
1108,0.056608773,5.863193624
1109,0.119946858,2.973755176
1110,0.093822678,5.098019232
1111,0.061474848,4.066042996
1112,0.037538408,6.197071787
1113,0.101922544,3.369753081
1114,0.012293547,13.12700871
1115,0.131488355,3.574981858
1116,0.097948996,2.231641049
1117,0.059894131,3.988589823
1118,0.011393398,14.04577767
1119,0.122041929,3.471860199
1120,0.131707196,3.076270112
1121,0.094272388,4.823906927
1122,0.12552045,4.50572004
1123,0.156708728,4.751402712
1124,0.001310732,19.85511074
1125,0.09275035,3.530388505
1126,0.146569427,4.498127804
1127,0.111820514,3.613558213
1128,0.071713795,8.746740585
1129,0.0767685,6.099868678
1130,0.077219703,3.109272219
1131,0.056825433,6.458203608
1132,0.04786749,4.160851382
1133,0.147390506,4.653238339
1134,0.1270687,2.56929813
1135,0.063986258,4.573031642
1136,0.031452461,7.487869721
1137,0.052864006,5.166192366
1138,0.013757332,11.9031104
1139,0.044124414,6.462350225
1140,0.135037727,4.082862186
1141,0.131359917,4.150639155
1142,0.091783809,4.114962124
1143,0.041721869,7.53920821
1144,0.068995749,5.162655721
1145,0.100723612,4.521314733
1146,0.082455705,5.784656666
1147,0.101574601,2.478667239
1148,0.119968986,4.941882813
1149,0.120154018,3.612628685
1150,0.091235521,2.246926143
1151,0.033786698,7.514142938
1152,0.01496114,11.27274377
1153,0.10613223,2.659259499
1154,0.1359697,4.636404169
1155,0.001299279,19.85597931
1156,0.047890313,6.635725912
1157,0.061693754,5.211911904
1158,0.126767913,3.398412874
1159,0.110952995,4.3610312
1160,0.113422157,3.828939681
1161,0.10795818,3.681000869
1162,0.026880073,9.921596222
1163,0.135629907,4.078629801
1164,0.094884145,7.011758665
1165,0.008184787,15.75639523
1166,0.091882629,5.500293047
1167,0.109597348,4.160280201
1168,0.013467128,13.32531422
1169,0.14357079,3.836865169
1170,0.014059417,10.19137609
1171,0.099252767,2.161805015
1172,0.07949403,4.912108556
1173,0.114411023,3.742628179
1174,0.131142785,5.21734804
1175,0.119313549,5.000299423
1176,0.032098091,6.756763108
1177,0.04568186,3.105412653
1178,0.040839935,4.414773599
1179,0.019708457,10.10162414
1180,0.102417275,2.622807537
1181,0.127424163,4.513750634
1182,0.063513561,3.712760191
1183,0.002475705,19.49154602
1184,0.018422297,11.41554538
1185,0.126982054,3.40631385
1186,0.101420754,3.976232802
1187,0.093081087,4.32491453
1188,0.009685642,14.36547639
1189,0.034175262,3.743832798
1190,0.004823787,18.2093638
1191,0.004272097,18.63340572
1192,0.101253098,3.580960782
1193,0.0759142,3.796579787
1194,0.016554552,11.26198469
1195,0.012015649,14.4730313
1196,0.101848873,5.799275636
1197,0.101268485,5.334506606
1198,0.073435288,2.971606716
1199,0.054898235,7.614329627
1200,0.020268471,8.727861968
1201,0.008509813,16.06128746
1202,0.107154525,4.252259029
1203,0.079758456,3.801985774
1204,0.069744876,5.707809673
1205,0.12099264,2.796145513
1206,0.080613354,4.991231769
1207,0.137634969,4.343164265
1208,0.017838803,10.51158411
1209,0.047206128,6.546452989
1210,0.061236775,3.497542698
1211,0.116439418,2.43283067
1212,0.091760084,3.859341114
1213,0.112323889,4.435335815
1214,0.101681672,3.356356498
1215,0.01251307,12.8702629
1216,0.100776302,4.658505776
1217,0.036435846,8.470109383
1218,0.126147667,4.040638379
1219,0.028732045,6.533888764
1220,0.00536018,17.88132633
1221,0.15800977,3.993157846
1222,0.101952888,5.181020549
1223,0.088458781,2.991733348
1224,0.079958213,3.55440412
1225,0.10928049,2.538060854
1226,0.047731816,5.737104477
1227,0.026559649,6.321096907
1228,0.092202963,5.318006635
1229,0.076495148,6.876313068
1230,0.046886586,5.959037312
1231,0.069712091,2.056063065
1232,0.021783254,8.086896776
1233,0.126289147,4.088743704
1234,0.01024671,13.04886248
1235,0.148772221,4.558443826
1236,0.068877235,5.076383945
1237,0.118111561,5.757713046
1238,0.128227229,4.468124975
1239,0.082632758,4.354704323
1240,0.063207902,3.774532868
1241,0.041814631,7.442863546
1242,0.116848054,3.867017901
1243,0.011377476,12.3547708
1244,0.076235348,5.62309764
1245,0.036409531,4.715371379
1246,0.122043143,3.298589884
1247,0.078048814,4.397297951
1248,0.05516344,4.549049345
1249,0.054455712,7.426252512
1250,0.117276086,4.039713634
1251,0.006090953,17.59511692
1252,0.142951443,3.571481507
1253,0.013939392,11.70719477
1254,0.11908391,4.396567607
1255,0.070366059,4.542352857
1256,0.021565829,7.822871267
1257,0.02945651,6.820401942
1258,0.092629242,4.222053977
1259,0.082812726,6.802816626
1260,0.130999275,1.985135932
1261,0.04067589,10.03874578
1262,0.074016786,5.492778625
1263,0.094310022,2.914977055
1264,0.096978945,4.885241468
1265,0.058241594,3.99600066
1266,0.043738887,6.594977395
1267,0.158312382,3.936442531
1268,0.034407924,6.670089437
1269,0.134412892,5.051026903
1270,0.039703694,6.856062943
1271,0.087858214,5.186336754
1272,0.007373118,16.41814189
1273,0.000580518,19.97043027
1274,0.081276209,3.742129912
1275,0.017965433,11.23276679
1276,0.080184306,5.720982652
1277,0.042680152,3.423795679
1278,0.004385439,18.47901767
1279,0.047225758,7.615509533
1280,0.085770496,3.494495109
1281,0.019282818,9.484484871
1282,0.088471517,6.103128328
1283,0.090728227,3.117534087
1284,0.041451165,6.374990176
1285,0.003513942,18.97105124
1286,0.005531136,17.83296933
1287,0.150249504,3.236142295
1288,0.125848099,5.18079213
1289,0.043352476,5.455377468
1290,0.04375059,8.469486634
1291,0.001674536,19.74980299
1292,0.052534881,5.084189584
1293,0.072603891,5.319465616
1294,0.091514127,4.329201214
1295,0.044385651,7.772267498
1296,0.038183793,5.474040873
1297,0.079669641,5.498641074
1298,0.026131567,6.045050281
1299,0.021154945,10.21891148
1300,0.092808715,2.340445879
1301,0.007591698,15.83307666
1302,0.01044541,13.05160399
1303,0.077527762,5.077665006
1304,0.001738523,19.71724926
1305,0.01356466,11.98874814
1306,0.1064855,4.346196456
1307,0.049382059,6.807200069
1308,0.119073249,5.332972949
1309,0.066869742,5.229049719
1310,0.10191675,5.470572586
1311,0.01206572,14.12031717
1312,0.000476015,19.97999142
1313,0.129818854,3.457846987
1314,0.102420373,5.390449011
1315,0.103614306,1.690943049
1316,0.029302942,9.020840685
1317,0.001808938,19.7109432
1318,0.041081352,4.44607222
1319,0.051207882,5.873255791
1320,0.028944254,6.333273565
1321,0.025090281,7.841483781
1322,0.063830809,4.536409981
1323,0.05866231,6.84163708
1324,0.074249623,5.281764613
1325,0.049592758,4.042980631
1326,0.061484202,3.445933204
1327,0.002172378,19.61287587
1328,0.116838607,5.805261497
1329,0.087695239,3.510285644
1330,0.102831249,2.739777562
1331,0.119418248,2.880684923
1332,0.073599946,4.577136275
1333,0.06742118,6.368875668
1334,0.142017332,2.682113727
1335,0.116911809,4.31686035
1336,0.105594122,4.281625715
1337,0.061483528,6.249268481
1338,0.071554072,3.541380144
1339,0.028855681,8.127994957
1340,0.008422181,15.75272376
1341,0.023276317,7.148444902
1342,0.052123956,7.993469735
1343,0.030248547,9.950735216
1344,0.017640903,11.47443721
1345,0.066452189,3.401052333
1346,0.03296206,5.244706781
1347,0.09712331,4.707519651
1348,0.004157,18.63363527
1349,0.051826395,4.667113924
1350,0.094708652,4.188964953
1351,0.081035992,4.670340726
1352,0.023451723,8.942714979
1353,0.120559953,2.557357201
1354,0.001382533,19.83583743
1355,0.077168456,5.752485333
1356,0.001876677,19.69388184
1357,0.033496686,7.56875727
1358,0.07666742,3.325246784
1359,0.126640098,3.882753585
1360,0.028190516,6.648868132
1361,0.099676632,4.001360313
1362,0.01846891,10.37866716
1363,0.039894709,5.457791382
1364,0.052003325,3.015462031
1365,0.068051551,3.320070665
1366,0.082431093,6.522199996
1367,0.017529088,10.554439
1368,0.079820589,5.947994193
1369,0.06981278,3.68811646
1370,0.048267732,7.321681168
1371,0.098944439,4.250672584
1372,0.045409251,5.057541344
1373,0.032246984,6.508605239
1374,0.002905139,19.30553949
1375,0.142263272,3.892568766
1376,0.020552736,9.748459601
1377,0.135512274,4.074837525
1378,0.072659697,4.342753165
1379,0.018107222,9.229285493
1380,0.033517449,5.858508453
1381,0.013377897,12.30073088
1382,0.022648263,10.20801155
1383,0.115029631,4.348627327
1384,0.122603088,4.232463891
1385,0.064879869,3.098418771
1386,0.12364618,5.13929787
1387,0.125344342,4.193139527
1388,0.028647197,7.035705551
1389,0.132122479,3.122056541
1390,0.02935256,9.864548049
1391,0.062641687,7.557793598
1392,0.113341242,3.76726138
1393,0.023770839,8.692481376
1394,0.069953059,4.761997801
1395,0.03461559,8.17857315
1396,0.028754825,9.259644716
1397,0.075111892,3.195300616
1398,0.107042729,4.846007019
1399,0.052585575,3.525723688
1400,0.103046952,3.98489374
1401,0.015193981,11.38734215
1402,0.052166113,5.625197088
1403,0.120926243,5.503541258
1404,0.036756354,6.373624734
1405,0.096311065,5.574125793
1406,0.113672989,3.531501854
1407,0.116375745,3.657936844
1408,0.033281575,7.144652659
1409,0.137051569,5.629594776
1410,0.053132942,5.536878876
1411,0.066663789,5.799360734
1412,0.115092946,4.332363522
1413,0.127036059,3.207502665
1414,0.01398695,13.1045781
1415,0.031797926,8.379871451
1416,0.079306937,4.260710677
1417,0.070867273,3.456155176
1418,0.117609889,3.16231265
1419,0.051257818,5.405729774
1420,0.008301266,15.74986101
1421,0.028944772,8.033516563
1422,0.075639983,5.516592282
1423,0.105765452,3.742861973
1424,0.031151801,8.58366516
1425,0.061586854,5.279105744
1426,0.059139573,3.92658726
1427,0.061421454,3.716210049
1428,0.079785709,5.383525643
1429,0.032509533,8.866387179
1430,0.00945774,14.60652005
1431,0.030359545,7.329473237
1432,0.121662151,4.814660732
1433,0.096299817,2.619391443
1434,0.119801651,3.573223313
1435,0.108497529,3.186854753
1436,0.038779369,6.075144669
1437,0.10743277,4.683337049
1438,0.035010887,7.266102275
1439,0.021181912,9.791296252
1440,0.051030192,4.620559577
1441,0.07741829,3.908181796
1442,0.125297269,4.606170392
1443,0.082834911,5.412201716
1444,0.054007162,5.255782781
1445,0.056922469,5.992331803
1446,0.017269881,10.19828826
1447,0.108407573,4.671129296
1448,0.133054376,6.416073939
1449,0.017121268,10.53397344
1450,0.122142862,3.147924656
1451,0.06234608,6.549963085
1452,0.01987983,8.328661809
1453,0.034054242,5.379296144
1454,0.123551139,4.288621121
1455,0.014710822,9.712953497
1456,0.078700759,3.106385479
1457,0.008726272,14.99797408
1458,0.004188542,18.69529268
1459,0.108120173,2.947461735
1460,0.122765617,3.952414977
1461,0.085962543,4.255139504
1462,0.02948956,7.813612965
1463,0.00195979,19.6621612
1464,0.017915475,11.3581017
1465,0.163026545,4.05313604
1466,0.109586423,4.165333206
1467,0.058131421,7.767865626
1468,0.115101404,4.621824027
1469,0.057698396,6.496222157
1470,0.02362513,8.286504535
1471,0.065594828,4.971048649
1472,0.039847683,6.581883941
1473,0.020795321,10.76126312
1474,0.01916957,11.74266844
1475,0.130171205,3.041286204
1476,0.031319404,7.616375827
1477,0.064042475,2.723688673
1478,0.012748241,13.59572403
1479,0.004140768,18.58417499
1480,0.002478289,19.48415715
1481,0.033717051,9.261398874
1482,0.042507866,5.843411196
1483,0.119058294,4.055644471
1484,0.091286888,4.142209111
1485,0.099775454,3.550361745
1486,0.04923651,8.742029664
1487,0.092284982,4.186355828
1488,0.104295256,5.467304569
1489,0.122559186,4.985818416
1490,0.053477795,4.337414926
1491,0.09525151,5.933826092
1492,0.102710758,4.072666102
1493,0.101640719,3.725320597
1494,0.092760779,3.425179152
1495,0.053087907,5.022016975
1496,0.101515543,3.705392711
1497,0.025413038,7.314593022
1498,0.155147235,3.676395684
1499,0.035349885,3.938897411
1500,0.012378427,12.46723769
1501,0.015761587,11.65465949
1502,0.063457459,4.297700499
1503,0.04803191,7.575417369
1504,0.07943483,5.154024614
1505,0.129577533,3.456115418
1506,0.05710173,5.241995549
1507,0.108501784,4.025522586
1508,0.037335678,5.490130895
1509,0.101965296,2.594330772
1510,0.067954642,5.556958305
1511,0.0767406,4.585885757
1512,0.001707327,19.743716
1513,0.110852759,2.482515704
1514,0.091961206,5.968890707
1515,0.017093237,10.06643559
1516,0.04291096,4.663964311
1517,0.115878406,3.814827312
1518,0.047783731,5.832800831
1519,0.049809135,4.608303669
1520,0.048369878,4.731708908
1521,0.026375178,8.545180349
1522,0.089703024,3.722048193
1523,0.071242051,5.121503552
1524,0.04913588,3.333555343
1525,0.11511733,6.533350243
1526,0.046770059,5.836761446
1527,0.035280777,9.190570269
1528,0.131142806,4.882961387
1529,0.045144191,4.311032601
1530,0.023921563,8.107261353
1531,0.053004183,7.732728608
1532,0.070816094,3.912443062
1533,0.077941844,3.360015121
1534,0.016724071,11.26380454
1535,0.103565866,6.026610145
1536,0.114799102,3.36165855
1537,0.114841953,4.52627084
1538,0.006126931,16.97982902
1539,0.030140893,5.143837486
1540,0.060445163,7.194590787
1541,0.073913534,4.358631529
1542,0.001607091,19.79079659
1543,0.120484568,4.072632264
1544,0.044104501,5.66421032
1545,0.128864853,3.747113732
1546,0.001425355,19.82386335
1547,0.059821394,3.967669989
1548,0.043804689,7.839020221
1549,0.087682248,3.444069003
1550,0.055044083,4.400109334
1551,0.05521479,5.534597994
1552,0.111096597,5.905657606
1553,0.070451611,5.107767342
1554,0.012855834,12.41744028
1555,0.095933685,3.458346918
1556,0.00992315,15.93202152
1557,0.107442969,4.028178243
1558,0.1261596,4.475120584
1559,0.137912863,4.50759865
1560,0.018177995,10.89326535
1561,0.115441496,4.196857416
1562,0.006259043,17.03019449
1563,0.079511757,4.720051837
1564,0.041644444,9.185352565
1565,0.136087941,3.034778405
1566,0.062470514,5.402782409
1567,0.097544868,3.368504876
1568,0.06136763,4.740197649
1569,0.05960434,4.592152054
1570,0.125062267,4.536571067
1571,0.095175113,4.46016121
1572,0.030466729,6.848405157
1573,0.01544444,10.29694884
1574,0.116629833,4.412228594
1575,0.058779913,5.234214235
1576,0.137874129,5.277576364
1577,0.045542837,5.155186329
1578,0.023275759,8.598635656
1579,0.053996623,6.092481587
1580,0.108734227,5.406396932
1581,0.000986503,19.91270826
1582,0.09878342,6.335213146
1583,0.010046941,15.02834856
1584,0.020610146,8.706368237
1585,0.12780478,3.002806644
1586,0.152529077,4.839353913
1587,0.091465245,3.54253777
1588,0.114290586,5.924191376
1589,0.08431915,3.980729262
1590,0.033287621,7.487120854
1591,0.083840231,4.358905559
1592,0.108686231,3.435686066
1593,0.126676866,3.016784247
1594,0.094401535,4.673801383
1595,0.102830949,4.650689156
1596,0.091191609,4.177089045
1597,0.0892425,4.728834705
1598,0.029552371,6.074956031
1599,0.069037757,5.508012367
1600,0.003059464,19.20674846
1601,0.073556218,6.123157359
1602,0.127523619,5.183759182
1603,0.047263612,6.838375251
1604,0.022725168,9.14604135
1605,0.099226312,3.455115584
1606,0.00246148,19.50080341
1607,0.110272006,2.996393501
1608,0.109544072,3.095138804
1609,0.089499948,3.203721276
1610,0.104363076,4.793213977
1611,0.127050385,5.401907168
1612,0.15759622,3.150352018
1613,0.035764881,8.270890487
1614,0.053493788,4.462095535
1615,0.089182646,2.013624281
1616,0.098365288,5.320229383
1617,0.130926267,5.174405835
1618,0.108185816,4.12113895
1619,0.071436603,4.092672183
1620,0.078791005,5.640553052
1621,0.087776923,6.196927038
1622,0.083813432,3.85918729
1623,0.008314303,15.4814556
1624,0.143204344,3.804095898
1625,0.051934998,5.767594977
1626,0.113767691,4.475373001
1627,0.134213024,3.984218756
1628,0.020734822,10.46904245
1629,0.150252463,3.833349081
1630,0.054602912,5.597755372
1631,0.079771478,5.289019862
1632,0.009021894,15.50976607
1633,0.124375388,3.642521096
1634,0.083759472,4.040126788
1635,0.046055401,4.517469154
1636,0.061137523,3.109004761
1637,0.119560866,4.409538432
1638,0.0102348,13.84396606
1639,0.001745536,19.7307412
1640,0.104839103,6.269107615
1641,0.030172852,5.722622552
1642,0.072185878,2.86963304
1643,0.018988186,10.06249795
1644,0.068957598,3.0218623
1645,0.069107701,6.751341992
1646,0.113694849,4.860599716
1647,0.036910238,6.040367706
1648,0.105752618,4.096599314
1649,0.100855653,2.722349492
1650,0.023530343,8.761101296
1651,0.125507948,4.234492242
1652,0.13677745,3.736863989
1653,0.078877322,3.469690303
1654,0.038372921,7.205523255
1655,0.0311377,8.51159302
1656,0.062680422,6.2111014
1657,0.006987363,16.66750512
1658,0.089036984,3.442374303
1659,0.075058621,4.573230247
1660,0.076594041,4.189286626
1661,0.030353404,5.972558203
1662,0.027658045,7.716834447
1663,0.058574655,5.20408094
1664,0.043347315,7.658791399
1665,0.034654454,7.148391583
1666,0.03431647,7.600370276
1667,0.005681482,17.64198839
1668,0.072061801,3.866334969
1669,0.006126458,17.12251021
1670,0.151754036,4.040473696
1671,0.000787445,19.94681371
1672,0.009339616,14.86161058
1673,0.113530372,3.078791729
1674,0.016782988,11.49644443
1675,0.025014006,8.652178067
1676,0.009787358,14.44989505
1677,0.068498037,3.571179009
1678,0.133911032,4.777566726
1679,0.074193108,5.053629193
1680,0.050493004,5.453361889
1681,0.122721081,4.779566965
1682,0.092778373,2.881610127
1683,0.099344604,6.392290478
1684,0.01298202,10.98823277
1685,0.069142692,5.490974854
1686,0.027610683,9.466501216
1687,0.050369983,4.831515076
1688,0.041368368,6.007528412
1689,0.117404625,2.711769034
1690,0.10338981,6.657564441
1691,0.032517056,7.724909245
1692,0.02630195,7.669198373
1693,0.036213094,5.432085162
1694,0.086831208,2.78186591
1695,0.000245669,19.99468658
1696,0.034024804,6.290016952
1697,0.065135571,5.646907432
1698,0.000791468,19.94582879
1699,0.088834935,6.081153847
1700,0.081824454,4.188721758
1701,0.095621399,3.711652221
1702,0.055590058,4.58961171
1703,0.078586629,5.226796911
1704,0.087539581,4.499954957
1705,0.087429508,5.524457431
1706,0.078286243,4.415490491
1707,0.075553822,4.588765737
1708,0.084704166,3.499727546
1709,0.08497995,3.822837692
1710,0.110527866,5.319447388
1711,0.139034676,3.57615802
1712,0.067770552,5.105679302
1713,0.014236741,11.20886658
1714,0.050780353,3.814911603
1715,0.035707691,5.115101678
1716,0.073443219,4.825153662
1717,0.012657619,12.32336078
1718,0.143858954,4.616411844
1719,0.021609694,10.56665222
1720,0.02363261,8.196970849
1721,0.046154063,6.621581444
1722,0.002768946,19.36291475
1723,0.08846836,3.460161793
1724,0.105105746,3.426508842
1725,0.113768662,2.120187611
1726,0.085989833,4.515715642
1727,0.043243327,5.57736063
1728,0.044467029,7.526722982
1729,0.110162347,4.260048864
1730,0.109505716,3.877351628
1731,0.114876705,3.964612751
1732,0.008115021,16.35975303
1733,0.060273335,3.513363037
1734,0.008557187,15.80192203
1735,0.045371896,3.762553551
1736,0.023053359,6.338424363
1737,0.074511573,5.104809298
1738,0.059973628,4.743249331
1739,0.140149402,3.086546768
1740,0.101166284,4.660479936
1741,0.075349875,3.827854117
1742,0.098273802,3.270352483
1743,0.080028774,4.317867968
1744,0.096749532,3.970734106
1745,0.040525817,7.431091849
1746,0.133819095,5.601371302
1747,0.093299666,5.191089292
1748,0.066505301,3.533186667
1749,0.077213019,6.354607481
1750,0.124793633,5.85629758
1751,0.133630027,4.33967038
1752,0.005775185,17.56532628
1753,0.106498758,4.593028027
1754,0.096256315,5.131891355
1755,0.125900724,4.294707986
1756,0.135102192,2.635167351
1757,0.069203104,7.564113931
1758,0.034358117,6.064121168
1759,0.026925496,7.141143449
1760,0.015638551,10.22334249
1761,0.147134753,3.639514967
1762,0.094885416,4.718053591
1763,0.084390194,4.043867403
1764,0.002173028,19.59065027
1765,0.000841521,19.93889544
1766,0.07276,4.070509182
1767,0.127200294,3.978432441
1768,0.07601602,3.764654263
1769,0.052940179,6.583488283
1770,0.051224528,4.312978099
1771,0.054345533,4.066501217
1772,0.026803639,7.067163858
1773,0.11480661,3.590569631
1774,0.06439855,4.447320161
1775,0.107982152,3.968596658
1776,0.093652671,4.731829839
1777,0.104947886,2.877876843
1778,0.138746463,3.69214974
1779,0.042034533,7.834761652
1780,0.129363115,4.562131244
1781,0.070291951,5.379586838
1782,0.063407198,4.103543252
1783,0.075238444,3.758293787
1784,0.017165162,10.7989406
1785,0.027870617,8.387939478
1786,0.062718967,6.040749025
1787,0.017911644,10.46138255
1788,0.023827675,10.55904277
1789,0.028249669,6.244870183
1790,0.100904718,4.096740596
1791,0.123081934,2.136018389
1792,0.066848683,6.41223842
1793,0.1385357,4.474004321
1794,0.083555049,6.714821782
1795,0.131862523,4.110000932
1796,0.046202196,4.577522271
1797,0.130143128,4.995135819
1798,0.095727415,4.371256526
1799,0.00932334,14.0888899
1800,0.007619071,16.28142747
1801,0.047345573,6.068715089
1802,0.127219174,3.742668982
1803,0.08319918,3.18315466
1804,0.083401194,4.051770513
1805,0.089683024,4.905979398
1806,0.054544641,8.385276887
1807,0.126985131,4.07094748
1808,0.077192538,4.471579947
1809,0.143705911,4.288990976
1810,0.055195832,8.3323669
1811,0.092232558,4.288342137
1812,0.111769635,3.940758653
1813,0.075182197,3.750839471
1814,0.068175514,4.848034047
1815,0.068487688,4.781008931
1816,0.169729424,4.942254086
1817,0.069786009,4.684532702
1818,0.053770233,6.504756761
1819,0.119420469,3.764075807
1820,0.123469443,3.860941974
1821,0.072497052,3.061579865
1822,0.035214227,7.345610291
1823,0.027262467,8.699332216
1824,0.002807945,19.35902995
1825,0.114739573,4.2157289
1826,0.045798872,7.883192522
1827,0.053542833,6.976120804
1828,0.143865513,3.033727937
1829,0.038066487,6.842657968
1830,0.089199143,3.963754819
1831,0.125148662,5.306158903
1832,0.003781825,18.87213404
1833,0.053010886,5.934451047
1834,0.098385539,4.751464157
1835,0.079737839,5.086426956
1836,0.074534753,4.132602312
1837,0.075709109,4.972522953
1838,0.12885316,3.918662735
1839,0.130680395,5.30487843
1840,0.12277651,4.822557187
1841,0.083724684,5.358355898
1842,0.021401471,6.677002383
1843,0.036858422,7.448814738
1844,0.094104462,5.246780234
1845,0.000818356,19.9403444
1846,0.109748567,6.038934563
1847,0.112330842,3.723010186
1848,0.058674094,5.032544235
1849,0.062651436,5.09062471
1850,0.090519461,3.240513102
1851,0.050541823,6.311263219
1852,0.100636903,4.665232908
1853,0.089855249,4.4495994
1854,0.113192094,4.534578463
1855,0.031331098,7.69693383
1856,0.078267335,6.444946266
1857,0.154796156,6.084078773
1858,0.007962594,15.97877337
1859,0.114424425,3.286109779
1860,0.088914317,5.218777876
1861,0.061720874,5.941462649
1862,0.120030517,3.838059838
1863,0.044572226,5.204858474
1864,0.010720457,15.7471483
1865,0.116207135,3.83816539
1866,0.008997806,14.9664227
1867,0.086897962,4.572115921
1868,0.053930645,6.44882951
1869,0.056817731,4.298316261
1870,0.045814616,6.149683485
1871,0.06438958,5.139097987
1872,0.081429245,6.136855247
1873,0.01552189,11.9369184
1874,0.132946066,5.606762522
1875,0.088786622,5.199919126
1876,0.052973772,5.292586451
1877,0.025327673,9.140531425
1878,0.093274448,5.847923251
1879,0.072013397,3.769764752
1880,0.118083371,3.269061659
1881,0.000371257,19.98798715
1882,0.015234786,11.42350299
1883,0.125716429,3.661729058
1884,0.098237681,4.994143975
1885,0.0163369,11.14852725
1886,0.004323179,18.53668292
1887,0.046745637,3.254534833
1888,0.149286486,4.554468557
1889,0.050813947,4.542185916
1890,0.010071513,14.32022608
1891,0.107824888,4.250770356
1892,0.084438229,3.109147203
1893,0.036128085,8.571066279
1894,0.019657786,9.115874174
1895,0.020364253,9.394472725
1896,0.03073338,7.378639923
1897,0.079030313,3.942587621
1898,0.044496293,5.316213012
1899,0.023894148,5.603399465
1900,0.110062301,4.50154738
1901,0.082979204,3.757455364
1902,0.077986081,4.429528045
1903,0.108561506,4.99000597
1904,0.119235713,4.878903638
1905,0.006983034,16.62890238
1906,0.039889497,5.991019716
1907,0.061403966,5.06901542
1908,0.082985026,3.976994661
1909,0.133287469,3.441058132
1910,0.116886735,5.814672496
1911,0.079335815,4.146418364
1912,0.126591197,2.915925425
1913,0.012819604,12.53578543
1914,0.09685547,4.787229593
1915,0.001644603,19.75416856
1916,0.000938041,19.92224521
1917,0.064162553,4.864969611
1918,0.118492816,3.207540475
1919,0.065888795,5.144934409
1920,0.075334537,3.342361279
1921,0.008099842,16.55607185
1922,0.065642198,5.200344312
1923,0.042578554,6.221959169
1924,0.048776264,4.891160416
1925,0.08274575,4.610316028
1926,0.075930424,4.004923212
1927,0.062262451,3.005009209
1928,0.080161818,2.279633246
1929,0.037935105,7.620361034
1930,0.12242771,4.102352559
