,0
0,0.08676596496189795
1,0.05828838749238772
2,0.09137330994432065
3,0.06086082304774035
4,0.0845677300810509
5,0.08327282253688778
6,0.09235813717543487
7,0.07443519154603591
8,0.0567406644426833
9,0.08447157154925447
10,0.048183403832380595
11,0.07305429234621848
12,0.09074818781633191
13,0.05609248246129014
14,0.08331401360307729
15,0.07432043140283968
16,0.05416176929637963
17,0.09174894350136639
18,0.10553558889362552
19,0.06533894393803995
20,0.07288601822589658
21,0.08207316106369254
22,0.06204330736886709
23,0.06554796657466952
24,0.07452211060727856
25,0.08957884251398761
26,0.06213812383723485
27,0.07782446769561392
28,0.07025103650750485
29,0.07330483912762031
30,0.09594365751123685
31,0.08086774666652799
32,0.07191634182265813
33,0.07001610285112062
34,0.07957271333268781
35,0.08243406324313882
36,0.06107696029061328
37,0.07857848154515563
38,0.06767649662942146
39,0.07633869538972082
40,0.07994341588560978
41,0.0678891882911733
42,0.06898480417723062
43,0.07953856880547833
44,0.0810205852596747
45,0.08430664753697313
46,0.07552121081097124
47,0.09037290823643035
48,0.05987413601178642
49,0.07977420210057348
50,0.09216705758656958
51,0.09257010852533847
52,0.06564211758576692
53,0.05660220861576781
54,0.08217226872916587
55,0.07174904732925316
56,0.07225498138533823
57,0.07153579821779818
58,0.07293831578575152
59,0.07864713361261942
60,0.0753194101879711
61,0.0498685302425926
62,0.0986329296997052
63,0.064479960570754
64,0.06267853241976326
65,0.06242126922725015
66,0.08772086644232567
67,0.056567156312892726
68,0.09224133777761155
69,0.07945508300395045
70,0.0912815525691717
71,0.06067532942211895
72,0.057416232159760223
73,0.08948075388700173
74,0.08079797798671404
75,0.07919398729088632
76,0.09678384131837893
77,0.06032068511694262
78,0.05936764093957363
79,0.057906640617733776
80,0.08870079301780008
81,0.04987771210570891
82,0.06577554681986696
83,0.07858117383085919
84,0.053579635473671054
85,0.08249318769844453
86,0.07453470868340953
87,0.09490881541109318
88,0.062192304324641894
89,0.07298495076561387
90,0.05985201731583807
91,0.09122371968108534
92,0.10460051747465611
93,0.09158370515537756
94,0.07528238653561954
95,0.07545421426195283
96,0.05834534211122859
97,0.06417501203737352
98,0.11594767868393334
99,0.09760372728956103
100,0.06613973987210894
101,0.08464897844811854
102,0.06845568300188234
103,0.06399699075991624
104,0.07845521791971016
105,0.060065686174469675
106,0.06160798472653753
107,0.06277570157887272
108,0.08343122163211454
109,0.06435777214475111
110,0.06867302726873872
111,0.06420007624557195
112,0.08455555544896869
113,0.06919190407979224
114,0.07653705463207144
115,0.07695584688202162
116,0.05827304275936027
117,0.06054688636489484
118,0.10482288160280524
119,0.06996121918642037
120,0.07521834479107445
121,0.0902079786515512
122,0.06396025441238863
123,0.06994222438470753
124,0.08423477148348661
125,0.07218133565881095
126,0.08416495148217659
127,0.0771406676433056
128,0.06890716027675352
129,0.0843410905420606
130,0.07612238228078862
131,0.08707668277392469
132,0.07789532691352181
133,0.05930919404874854
134,0.08698881815191813
135,0.07037518229020999
136,0.06586941256208602
137,0.07083661232069093
138,0.07597161022907273
139,0.07428302091564311
140,0.07412569982847768
141,0.07709735953704572
142,0.11797847289752515
143,0.06549880698461508
144,0.09004066170051747
145,0.06201666421202819
146,0.05321806975876979
147,0.06787884759515976
148,0.062450341155914024
149,0.07499468045289044
150,0.07457288644570892
151,0.0866750664186052
152,0.04344601931417804
153,0.08013677853430376
154,0.0670486134278377
155,0.07285895315411023
156,0.07846458829143467
157,0.05731571873838057
158,0.07042060981095044
159,0.054120158789873016
160,0.07872958164786999
161,0.1006098276082469
162,0.06030185211882492
163,0.06735979023051337
164,0.06670996264366942
165,0.08188810259200349
166,0.06066090505613632
167,0.06278147171534629
168,0.06588603790804418
169,0.08696458556080704
170,0.10945056761007614
171,0.08513205699914392
172,0.06561750941124599
173,0.08510408070429469
174,0.06291762376238787
175,0.06875873477769409
176,0.0763880591298406
177,0.07381941590244283
178,0.06261267016498243
179,0.05038134913499594
180,0.07397203283554311
181,0.0709863055227799
182,0.08603799229587433
183,0.06101393542036043
184,0.07372953208777007
185,0.0721793347369513
186,0.10609256335072761
187,0.07381010573317179
188,0.07682975137777609
189,0.08884769217467929
190,0.06907391964812237
191,0.06827759489041618
192,0.07514228331272757
193,0.07913917051517541
194,0.06806535797822275
195,0.07742527852682818
196,0.07643254964630836
197,0.08148971605777941
198,0.0737631376433703
199,0.06000944780263567
200,0.07982057979291282
201,0.08628771036714337
202,0.06451040900737053
203,0.06807596203127639
204,0.0805953928641813
205,0.05771825238206914
206,0.08172618426055542
207,0.07869978109716359
208,0.090519032568125
209,0.10081173975251582
210,0.058787676087632836
211,0.10258278717340387
212,0.06807667996097193
213,0.08435316135223317
214,0.07526608284345321
215,0.07501293761554513
216,0.09050163241273985
217,0.08151384370459795
218,0.06395859358459528
219,0.09611851390037536
220,0.06054187103471836
221,0.08450250821758255
222,0.09848089875772499
223,0.06754390083936017
224,0.09204827068938712
225,0.062906056868634
226,0.07998724053946062
227,0.08625067125198034
228,0.10297774645694135
229,0.07878355531864019
230,0.09237300258366815
231,0.10166182006612917
232,0.10126141115529454
233,0.08168678298594087
234,0.09476346821350706
235,0.07542816178109829
236,0.08578196740655121
237,0.09625724504059835
238,0.08075908096054767
239,0.05837254039154756
240,0.0703064625501214
241,0.10620907179862488
242,0.09326322906650657
243,0.07528919736126455
244,0.07906157979406701
245,0.0911702050890527
246,0.09209557650305268
247,0.06833630286065837
248,0.0976101701138867
249,0.06919074097165248
