,0,1,2,3,4,5
0,1.0,1.6304970906150007,1.7636878978000174,1.836667176833564,1.8808250027381852,1.909449854883718
1,1.0,1.1082458441194236,1.2801309032378716,1.4370139502389927,1.5585251463816814,1.6489409825246226
2,1.0,1.0028781560100928,1.014763410368588,1.0386810607192156,1.0739607635543422,1.117760171369824
