,0,1,2,3,4,5
0,0.334,0.34,0.356,0.366,0.434,0.6
1,0.334,0.34,0.356,0.366,0.434,0.6
2,0.334,0.34,0.356,0.366,0.434,0.6
3,0.334,0.34,0.356,0.366,0.434,0.6
